city_name,population,country_code,timezone,latitude,longitude
's-Hertogenbosch,134520,NL,Europe/Amsterdam,51.69917,5.30417
6th of October City,368650,EG,Africa/Cairo,29.81667,31.05
A Coruña,246056,ES,Europe/Madrid,43.37135,-8.396
Aachen,265208,DE,Europe/Berlin,50.77664,6.08342
Aalborg,142937,DK,Europe/Copenhagen,57.048,9.9187
Aba,1160000,NG,Africa/Lagos,5.10658,7.36667
Abadan,370180,IR,Asia/Tehran,30.3392,48.3043
Abakaliki,134102,NG,Africa/Lagos,6.32485,8.11368
Abakan,184168,RU,Asia/Krasnoyarsk,53.71556,91.42917
Abbotsford,141397,CA,America/Vancouver,49.05798,-122.25257
Abbottabad,120000,PK,Asia/Karachi,34.1463,73.21168
Abengourou,130810,CI,Africa/Abidjan,6.72972,-3.49639
Abeokuta,735000,NG,Africa/Lagos,7.15571,3.34509
Aberdeen,198590,GB,Europe/London,57.14369,-2.09814
Aberdeen,157400,HK,Asia/Hong_Kong,22.24802,114.15289
Abha,210886,SA,Asia/Riyadh,18.21639,42.50528
Abidjan,6321017,CI,Africa/Abidjan,5.35444,-4.00167
Abiko,131771,JP,Asia/Tokyo,35.86667,140.01667
Abilene,125182,US,America/Chicago,32.44874,-99.73314
Abnūb,111785,EG,Africa/Cairo,27.26881,31.15232
Abobo,1340083,CI,Africa/Abidjan,5.41613,-4.0159
Abohar,130603,IN,Asia/Kolkata,30.14453,74.19552
Abomey,117824,BJ,Africa/Porto-Novo,7.18286,1.99119
Abomey-Calavi,385755,BJ,Africa/Porto-Novo,6.44852,2.35566
Abu Dhabi,1807000,AE,Asia/Dubai,24.45118,54.39696
Abuja,2690000,NG,Africa/Lagos,9.05785,7.49508
Abéché,139983,TD,Africa/Ndjamena,13.82916,20.8324
Abū Ghurayb,900000,IQ,Asia/Baghdad,33.30563,44.18477
Abū Kabīr,154466,EG,Africa/Cairo,30.72508,31.67148
Abū Tīj,105418,EG,Africa/Cairo,27.04514,31.31845
Acapulco de Juárez,673479,MX,America/Mexico_City,16.84942,-99.90891
Acarigua,188278,VE,America/Caracas,9.55451,-69.19564
Accra,1963264,GH,Africa/Accra,5.55602,-0.1969
Achalpur,111278,IN,Asia/Kolkata,21.25665,77.51006
Acheng,144665,CN,Asia/Shanghai,45.54558,126.95191
Achinsk,117634,RU,Asia/Krasnoyarsk,56.26792,90.50145
Acilia-Castel Fusano-Ostia Antica,129362,IT,Europe/Rome,41.76337,12.33078
Ad Dīwānīyah,318801,IQ,Asia/Baghdad,31.99289,44.92552
Ad-Damazin,186051,SD,Africa/Khartoum,11.7891,34.3592
Adana,1779463,TR,Europe/Istanbul,36.98615,35.32531
Adapazarı,286787,TR,Europe/Istanbul,40.78056,30.40333
Addis Ababa,3860000,ET,Africa/Addis_Ababa,9.02497,38.74689
Adelaide,1387290,AU,Australia/Adelaide,-34.92866,138.59863
Aden,863000,YE,Asia/Aden,12.77944,45.03667
Adiwerna,134188,ID,Asia/Jakarta,-6.9375,109.1325
Admiralteisky,157897,RU,Europe/Moscow,59.923,30.3
Ado-Ekiti,435000,NG,Africa/Lagos,7.62329,5.22087
Adoni,184625,IN,Asia/Kolkata,15.62788,77.27495
Adıyaman,267131,TR,Europe/Istanbul,37.76441,38.27629
Afyonkarahisar,251799,TR,Europe/Istanbul,38.75667,30.54333
Agadez,149549,NE,Africa/Niamey,16.97333,7.99111
Agadir,698310,MA,Africa/Casablanca,30.42018,-9.59815
Agartala,203264,IN,Asia/Kolkata,23.83605,91.27939
Ageo,226940,JP,Asia/Tokyo,35.97145,139.61382
Agra,1430055,IN,Asia/Kolkata,27.18333,78.01667
Aguascalientes,722250,MX,America/Mexico_City,21.88234,-102.28259
Ahmadnagar,367140,IN,Asia/Kolkata,19.09457,74.73843
Ahmadpur East,116579,PK,Asia/Karachi,29.14269,71.25771
Ahmedabad,6357693,IN,Asia/Kolkata,23.02579,72.58727
Ahuntsic-Cartierville,134245,CA,America/Toronto,45.56667,-73.66667
Ahvaz,841145,IR,Asia/Tehran,31.31901,48.6842
Aihara,725493,JP,Asia/Tokyo,35.6,139.31667
Airoli,100000,IN,Asia/Kolkata,19.15096,72.99625
Ait Melloul,187652,MA,Africa/Casablanca,30.34164,-9.50356
Aix-en-Provence,146821,FR,Europe/Paris,43.5283,5.44973
Aizawl,265331,IN,Asia/Kolkata,23.72894,92.71791
Aizu-Wakamatsu,118159,JP,Asia/Tokyo,37.49142,139.94546
Ajapnyak,115300,AM,Asia/Yerevan,40.19917,44.47056
Ajax,119677,CA,America/Toronto,43.85012,-79.03288
Ajdabiya,131773,LY,Africa/Tripoli,30.75545,20.22625
Ajegunle,550000,NG,Africa/Lagos,6.45197,3.33115
Ajman City,490035,AE,Asia/Dubai,25.40177,55.47878
Ajmer,517911,IN,Asia/Kolkata,26.4521,74.63867
Akademicheskoe,103304,RU,Europe/Moscow,60.01375,30.39471
Akashi,303601,JP,Asia/Tokyo,34.65524,135.00687
Akhmīm,151430,EG,Africa/Cairo,26.5622,31.74566
Akishima,113949,JP,Asia/Tokyo,35.72085,139.37999
Akita,307672,JP,Asia/Tokyo,39.71667,140.11667
Akola,428857,IN,Asia/Kolkata,20.70957,76.9981
Akowonjo,308900,NG,Africa/Lagos,6.61012,3.30968
Akron,197542,US,America/New_York,41.08144,-81.51901
Aksaray,247147,TR,Europe/Istanbul,38.37255,34.02537
Aksu,535657,CN,Asia/Urumqi,41.18418,80.27921
Aktobe,500757,KZ,Asia/Aqtobe,50.27969,57.20718
Akure,730000,NG,Africa/Lagos,7.25256,5.19312
Al Ain City,846747,AE,Asia/Dubai,24.19167,55.76056
Al Ajaylat,130546,LY,Africa/Tripoli,32.75718,12.37633
Al Aḩmadī,637411,KW,Asia/Kuwait,29.07694,48.08389
Al Bayḑā',129439,LY,Africa/Tripoli,32.76272,21.75506
Al Başrah al Qadīmah,2015483,IQ,Asia/Baghdad,30.50316,47.81507
Al Bāb,130745,SY,Asia/Damascus,36.37051,37.5157
Al Fallūjah,190159,IQ,Asia/Baghdad,33.34913,43.78599
Al Fashn,112999,EG,Africa/Cairo,28.82306,30.89903
Al Fayyum,519047,EG,Africa/Cairo,29.30995,30.8418
Al Fqih Ben Çalah,111402,MA,Africa/Casablanca,32.50213,-6.68771
Al Fāw,104569,IQ,Asia/Baghdad,29.97421,48.47309
Al Hoceïma,395644,MA,Africa/Casablanca,35.25165,-3.93723
Al Hufūf,293179,SA,Asia/Riyadh,25.36467,49.58764
Al Jadīd,126386,LY,Africa/Tripoli,27.05,14.4
Al Jubayl,237274,SA,Asia/Riyadh,27.0174,49.62251
Al Jumayl,102000,LY,Africa/Tripoli,32.85286,12.0612
Al Kharj,425300,SA,Asia/Riyadh,24.15541,47.33457
Al Khums,201943,LY,Africa/Tripoli,32.64861,14.26191
Al Khuşūş,488904,EG,Africa/Cairo,30.15293,31.31501
Al Kūt,315162,IQ,Asia/Baghdad,32.5128,45.81817
Al Majaz,116503,AE,Asia/Dubai,25.32354,55.38774
Al Mansurah,621953,EG,Africa/Cairo,31.03637,31.38069
Al Manzalah,127394,EG,Africa/Cairo,31.15823,31.936
Al Manāqil,128297,SD,Africa/Khartoum,14.2459,32.9891
Al Mawşil al Jadīdah,2065597,IQ,Asia/Baghdad,36.33271,43.10555
Al Maţarīyah,162045,EG,Africa/Cairo,31.18287,32.03108
Al Maḩallah al Kubrá,592573,EG,Africa/Cairo,30.97063,31.1669
Al Mubarraz,290802,SA,Asia/Riyadh,25.40768,49.59028
Al Qadarif,363945,SD,Africa/Khartoum,14.03493,35.38344
Al Qāhirah al Jadīdah,313139,EG,Africa/Cairo,30.04214,31.44446
Al Ḩasakah,422445,SY,Asia/Damascus,36.50237,40.74772
Al Ḩawāmidīyah,155055,EG,Africa/Cairo,29.9,31.25
Al Ḩillah,455700,IQ,Asia/Baghdad,32.46367,44.41963
Al Ḩudaydah,617871,YE,Asia/Aden,14.79781,42.95452
Al ‘Amārah,323302,IQ,Asia/Baghdad,31.83561,47.14483
Al ‘Āshir min Ramaḑān,246148,EG,Africa/Cairo,30.29636,31.74633
Al'met'yevsk,140437,RU,Europe/Moscow,54.90442,52.3154
Al-'Ubūr,138987,EG,Africa/Cairo,30.22886,31.48149
Alagoinhas,122688,BR,America/Bahia,-12.13556,-38.41917
Alamar,100000,CU,America/Havana,23.15794,-82.27837
Alandur,153775,IN,Asia/Kolkata,13.0025,80.20611
Alanya,112969,TR,Europe/Istanbul,36.54375,31.99982
Alappuzha,240991,IN,Asia/Kolkata,9.49004,76.3264
Albacete,169716,ES,Europe/Madrid,38.99424,-1.85643
Alberton,121536,ZA,Africa/Johannesburg,-26.26786,28.12225
Albuquerque,559121,US,America/Denver,35.08449,-106.65114
Alcalá de Henares,204574,ES,Europe/Madrid,40.48205,-3.35996
Alchevsk,106062,UA,Europe/Kyiv,48.46893,38.81669
Alcobendas,107514,ES,Europe/Madrid,40.54746,-3.64197
Alcorcón,167967,ES,Europe/Madrid,40.34582,-3.82487
Aleppo,2098210,SY,Asia/Damascus,36.20124,37.16117
Alexandra,179624,ZA,Africa/Johannesburg,-26.10528,28.09884
Alexandria,5263542,EG,Africa/Cairo,31.20176,29.91582
Alexandria,159467,US,America/New_York,38.80484,-77.04692
Aley,130000,LB,Asia/Beirut,33.80528,35.6
Algeciras,116209,ES,Europe/Madrid,36.13326,-5.45051
Algiers,2364230,DZ,Africa/Algiers,36.73225,3.08746
Alhambra,127764,US,America/Phoenix,33.49838,-112.13432
Aliayabiagba,228000,NG,Africa/Lagos,6.45,3.33333
Alicante,334757,ES,Europe/Madrid,38.34517,-0.48149
Alimosho,308290,NG,Africa/Lagos,6.60656,3.30235
Allentown,120207,US,America/New_York,40.60843,-75.49018
Almaty,1977011,KZ,Asia/Almaty,43.25,76.91667
Almendares,240000,CU,America/Havana,23.11012,-82.42322
Almere Stad,176432,NL,Europe/Amsterdam,52.37025,5.21413
Almería,188810,ES,Europe/Madrid,36.83814,-2.45974
Alor Setar,417800,MY,Asia/Kuala_Lumpur,6.12104,100.36014
Altay,190064,CN,Asia/Urumqi,47.84864,88.13361
Alto Barinas,284289,VE,America/Caracas,8.5931,-70.2261
Alto Hospicio,108375,CL,America/Santiago,-20.26871,-70.1049
Altona,250192,DE,Europe/Berlin,53.55,9.93333
Alwar,283228,IN,Asia/Kolkata,27.56246,76.625
Alīgarh,753207,IN,Asia/Kolkata,27.88145,78.07464
Amadora,178858,PT,Europe/Lisbon,38.75382,-9.23083
Amagasaki,459593,JP,Asia/Tokyo,34.71667,135.41667
Amaigbo,127300,NG,Africa/Lagos,5.78917,7.83829
Amanfrom,119467,GH,Africa/Accra,5.53532,-0.39827
Amaravati,103000,IN,Asia/Kolkata,16.514,80.516
Amarillo,198645,US,America/Chicago,35.222,-101.8313
Amarnāth,217780,IN,Asia/Kolkata,19.2,73.16667
Amasya,114921,TR,Europe/Istanbul,40.65333,35.83306
Ambala Sadar,104974,IN,Asia/Kolkata,30.33544,76.86265
Ambato,387309,EC,America/Guayaquil,-1.24908,-78.61675
Ambattūr,341049,IN,Asia/Kolkata,13.09818,80.16152
Ambikāpur,121071,IN,Asia/Kolkata,23.11892,83.19537
Ambon,347288,ID,Asia/Jayapura,-3.69583,128.18333
Ambur,109873,IN,Asia/Kolkata,12.79163,78.71644
Ambāla,195153,IN,Asia/Kolkata,30.36099,76.79782
Americana,196022,BR,America/Sao_Paulo,-22.73917,-47.33139
Amersfoort,139914,NL,Europe/Amsterdam,52.155,5.3875
Amherst,122366,US,America/New_York,42.97839,-78.79976
Amiens,143086,FR,Europe/Paris,49.9,2.3
Amman,1275857,JO,Asia/Amman,31.95522,35.94503
Ampang,126285,MY,Asia/Kuala_Lumpur,3.15,101.76667
Amreli,117967,IN,Asia/Kolkata,21.59983,71.21169
Amritsar,1092450,IN,Asia/Kolkata,31.62234,74.87534
Amroha,176253,IN,Asia/Kolkata,28.90314,78.46984
Amrāvati,603837,IN,Asia/Kolkata,20.93333,77.75
Amsterdam,741636,NL,Europe/Amsterdam,52.37403,4.88969
An Nuhūd,108008,SD,Africa/Khartoum,12.7,28.43333
An Nu‘mānīyah,110000,IQ,Asia/Baghdad,32.55621,45.41293
Anaco,139397,VE,America/Caracas,9.42958,-64.46428
Anaheim,350742,US,America/Los_Angeles,33.83529,-117.9145
Anand,209410,IN,Asia/Kolkata,22.55251,72.9552
Ananindeua,433956,BR,America/Belem,-1.36556,-48.37222
Anantapur,267161,IN,Asia/Kolkata,14.67784,77.60813
Anbu,162964,CN,Asia/Shanghai,23.44895,116.68092
Anchorage,291247,US,America/Anchorage,61.21806,-149.90028
Anda,181271,CN,Asia/Shanghai,46.44867,125.30161
Anderlecht,160553,BE,Europe/Brussels,50.83619,4.31454
Andijon,447800,UZ,Asia/Tashkent,40.78206,72.34424
Andong,158765,KR,Asia/Seoul,36.56636,128.72275
Ang Mo Kio New Town,162280,SG,Asia/Singapore,1.38028,103.83972
Angarsk,243158,RU,Asia/Irkutsk,52.53667,103.88639
Angeles City,299391,PH,Asia/Manila,15.15,120.58333
Angers,168279,FR,Europe/Paris,47.47156,-0.55202
Angoche,104540,MZ,Africa/Maputo,-16.2325,39.90861
Angra dos Reis,153635,BR,America/Sao_Paulo,-23.00667,-44.31806
Angren,191300,UZ,Asia/Tashkent,41.01667,70.14361
Anjō,188693,JP,Asia/Tokyo,34.95828,137.08054
Ankang,870126,CN,Asia/Shanghai,32.68,109.01722
Ankara,3517182,TR,Europe/Istanbul,39.91987,32.85427
Anliu,115560,CN,Asia/Shanghai,23.69824,115.67953
Ann Arbor,117070,US,America/Detroit,42.27756,-83.74088
Annaba,342703,DZ,Africa/Algiers,36.9,7.76667
Anning,106795,CN,Asia/Shanghai,24.92271,102.48496
Anqing,804493,CN,Asia/Shanghai,30.51365,117.04723
Anqiu,364208,CN,Asia/Shanghai,36.43417,119.1925
Ansan-si,716785,KR,Asia/Seoul,37.32361,126.82194
Anshan,1450000,CN,Asia/Shanghai,41.12361,122.99
Anshun,765313,CN,Asia/Shanghai,26.25,105.93333
Antakya,210000,TR,Europe/Istanbul,36.20655,36.15722
Antalya,1344000,TR,Europe/Istanbul,36.90812,30.69556
Antananarivo,1349501,MG,Indian/Antananarivo,-18.91368,47.53613
Antioch,110542,US,America/Los_Angeles,38.00492,-121.80579
Antipolo,549543,PH,Asia/Manila,14.62578,121.12251
Antofagasta,352638,CL,America/Santiago,-23.65236,-70.3954
Antsirabe,260907,MG,Indian/Antananarivo,-19.86586,47.03333
Antsiranana,136959,MG,Indian/Antananarivo,-12.31732,49.29188
Antwerpen,529247,BE,Europe/Brussels,51.22047,4.40026
Anyama,133905,CI,Africa/Abidjan,5.49462,-4.05183
Anyang,1146839,CN,Asia/Shanghai,36.096,114.38278
Anyang-si,595644,KR,Asia/Seoul,37.3925,126.92694
Anápolis,319587,BR,America/Sao_Paulo,-16.32667,-48.95278
Aomori,298394,JP,Asia/Tokyo,40.81667,140.73333
Aparecida de Goiânia,510770,BR,America/Sao_Paulo,-16.82333,-49.24389
Apeldoorn,136670,NL,Europe/Amsterdam,52.21,5.96944
Apopa,112158,SV,America/El_Salvador,13.80722,-89.17917
Apucarana,107085,BR,America/Sao_Paulo,-23.55083,-51.46083
Ar Ramthā,155693,JO,Asia/Amman,32.55873,36.00816
Ar Raqqah,531952,SY,Asia/Damascus,35.95283,39.00788
Ar Rayyān,272465,QA,Asia/Qatar,25.29194,51.42444
Ar Rifā‘,195606,BH,Asia/Bahrain,26.13,50.555
Arabkir,118870,AM,Asia/Yerevan,40.20624,44.50365
Aracaju,664908,BR,America/Maceio,-10.91111,-37.07167
Arad,169065,RO,Europe/Bucharest,46.18333,21.31667
Araguaína,105019,BR,America/Araguaina,-7.19111,-48.20722
Aral,260000,CN,Asia/Urumqi,40.54184,81.26566
Arapiraca,166562,BR,America/Maceio,-9.7525,-36.66111
Arar,148540,SA,Asia/Riyadh,30.97531,41.03808
Araraquara,168468,BR,America/Sao_Paulo,-21.79444,-48.17556
Araras,107463,BR,America/Sao_Paulo,-22.35694,-47.38417
Araruama,109637,BR,America/Sao_Paulo,-22.87278,-42.34306
Araucária,111302,BR,America/Sao_Paulo,-25.59306,-49.41028
Araure,181820,VE,America/Caracas,9.58144,-69.23851
Araçatuba,170024,BR,America/Sao_Paulo,-21.20889,-50.43278
Arba Minch,201000,ET,Africa/Addis_Ababa,6.03333,37.55
Archway,215667,GB,Europe/London,51.56733,-0.13415
Ardabīl,410753,IR,Asia/Tehran,38.2498,48.2933
Arequipa,1008290,PE,America/Lima,-16.39889,-71.535
Arezzo,100734,IT,Europe/Rome,43.46276,11.88068
Arganzuela,148797,ES,Europe/Madrid,40.40021,-3.69618
Argenteuil,101475,FR,Europe/Paris,48.94788,2.24744
Arica,221364,CL,America/Santiago,-18.4746,-70.29792
Arif Wala,157063,PK,Asia/Karachi,26.32478,66.29587
Arjawinangun,105845,ID,Asia/Jakarta,-6.64528,108.41028
Arkhangel'sk,349742,RU,Europe/Moscow,64.54717,40.55291
Arlington,388125,US,America/Chicago,32.73569,-97.10807
Arlington,207627,US,America/New_York,38.88101,-77.10428
Arlit,106448,NE,Africa/Niamey,18.73694,7.38528
Armavir,199548,RU,Europe/Moscow,44.99849,41.11472
Armenia,304314,CO,America/Bogota,4.53389,-75.68111
Arnavutköy,198165,TR,Europe/Istanbul,41.18355,28.7402
Arnhem,141674,NL,Europe/Amsterdam,51.98,5.91111
Arrah,261430,IN,Asia/Kolkata,25.55629,84.66335
Arroyo Naranjo,210053,CU,America/Havana,23.03811,-82.37703
Artur Alvim,104864,BR,America/Sao_Paulo,-23.54015,-46.48581
Artëm,102300,RU,Asia/Vladivostok,43.35752,132.19138
Arusha,617631,TZ,Africa/Dar_es_Salaam,-3.36667,36.68333
Arvada,115368,US,America/Denver,39.80276,-105.08748
Aryanah,114486,TN,Africa/Tunis,36.86012,10.19337
Arzamas,109479,RU,Europe/Moscow,55.39563,43.8381
Arāk,503647,IR,Asia/Tehran,34.09493,49.69809
Arīsh,199243,EG,Africa/Cairo,31.13159,33.79844
As Salţ,107874,JO,Asia/Amman,32.03917,35.72722
As Samawah,152890,IQ,Asia/Baghdad,31.33198,45.2944
As Sinbillāwayn,124020,EG,Africa/Cairo,30.88251,31.46275
As Sulaymānīyah,878146,IQ,Asia/Baghdad,35.56496,45.4329
As Suwayq,107143,OM,Asia/Muscat,23.84944,57.43861
As Sālimīyah,147649,KW,Asia/Kuwait,29.33389,48.07611
Asahikawa,333530,JP,Asia/Tokyo,43.77063,142.36489
Asaka,141083,JP,Asia/Tokyo,35.80472,139.60194
Ashaiman,190972,GH,Africa/Accra,5.69951,-0.03484
Ashdod,226838,IL,Asia/Jerusalem,31.79213,34.64966
Ashgabat,727700,TM,Asia/Ashgabat,37.95,58.38333
Ashikaga,144746,JP,Asia/Tokyo,36.33333,139.45
Ashkelon,144073,IL,Asia/Jerusalem,31.66926,34.57149
Ashmūn,124483,EG,Africa/Cairo,30.29735,30.97641
Ashoknagar Kalyangarh,111475,IN,Asia/Kolkata,22.86416,88.63701
Asmara,563930,ER,Africa/Asmara,15.33805,38.93184
Assis,105087,BR,America/Sao_Paulo,-22.66167,-50.41222
Assiut,528669,EG,Africa/Cairo,27.18096,31.18368
Astana,345604,KZ,Asia/Almaty,51.1801,71.44598
Astanajapura,148047,ID,Asia/Jakarta,-6.8017,108.6311
Astoria,150165,US,America/New_York,40.77205,-73.93014
Astrakhan,533925,RU,Europe/Astrakhan,46.34968,48.04076
Asunción,1482200,PY,America/Asuncion,-25.28646,-57.647
Aswān,379774,EG,Africa/Cairo,24.09082,32.89942
Atani,230000,NG,Africa/Lagos,6.01277,6.74768
Ataşehir,361615,TR,Europe/Istanbul,40.9833,29.1167
Atbara,112021,SD,Africa/Khartoum,17.70217,33.98638
Athens,664046,GR,Europe/Athens,37.98376,23.72784
Athens,127315,US,America/New_York,33.96095,-83.37794
Athlone,237414,ZA,Africa/Johannesburg,-33.96722,18.50214
Atibaia,144088,BR,America/Sao_Paulo,-23.11694,-46.55028
Atlanta,463878,US,America/New_York,33.749,-84.38798
Atsiaman,202932,GH,Africa/Accra,5.69775,-0.32824
Atsugi,223960,JP,Asia/Tokyo,35.44272,139.36931
Atush,285000,CN,Asia/Urumqi,39.71085,76.17138
Atyrau,290700,KZ,Asia/Atyrau,47.11667,51.88333
Auckland,417910,NZ,Pacific/Auckland,-36.84853,174.76349
Augsburg,259196,DE,Europe/Berlin,48.37154,10.89851
Aurangābād,102244,IN,Asia/Kolkata,24.75204,84.3742
Aurora,200661,US,America/Chicago,41.76058,-88.32007
Aurora,359407,US,America/Denver,39.72943,-104.83192
Austin,931830,US,America/Chicago,30.26715,-97.74306
Awasa,422200,ET,Africa/Addis_Ababa,7.06205,38.47635
Awka,167738,NG,Africa/Lagos,6.21269,7.07199
Ayacucho,140033,PE,America/Lima,-13.15878,-74.22321
Aydın,163022,TR,Europe/Istanbul,37.84501,27.83963
Az Zubayr,122676,IQ,Asia/Baghdad,30.39213,47.70175
Az Zulfī,125000,SA,Asia/Riyadh,26.29945,44.81542
Az Zāwīyah,200000,LY,Africa/Tripoli,32.7571,12.72764
Azamgarh,116644,IN,Asia/Kolkata,26.06832,83.18358
Azare,105687,NG,Africa/Lagos,11.67478,10.19069
Azcapotzalco,414711,MX,America/Mexico_City,19.48698,-99.18594
Açailândia,113121,BR,America/Fortaleza,-4.94667,-47.50472
Aïn Beïda,116064,DZ,Africa/Algiers,35.79639,7.39278
Ağrı,120390,TR,Europe/Istanbul,39.71467,43.04015
Bab Ezzouar,275630,DZ,Africa/Algiers,36.72615,3.18291
Bachuan,208520,CN,Asia/Shanghai,29.84863,106.05046
Bacolod City,454898,PH,Asia/Manila,10.66667,122.95
Bacoor,356974,PH,Asia/Manila,14.45896,120.93851
Bacău,171396,RO,Europe/Bucharest,46.56718,26.91384
Badajoz,148334,ES,Europe/Madrid,38.87789,-6.97061
Badalona,219547,ES,Europe/Madrid,41.45004,2.24741
Bade,209148,TW,Asia/Taipei,24.92981,121.28372
Badlapur,104636,IN,Asia/Kolkata,19.15516,73.26553
Bafoussam,373268,CM,Africa/Douala,5.47775,10.41759
Bagaha,112634,IN,Asia/Kolkata,27.09918,84.09003
Bagerhat,266388,BD,Asia/Dhaka,22.65657,89.79123
Baghdad,7216000,IQ,Asia/Baghdad,33.34058,44.40088
Baghlān,108449,AF,Asia/Kabul,36.13068,68.70829
Bago,244376,MM,Asia/Yangon,17.33521,96.48135
Bago City,191210,PH,Asia/Manila,10.53333,122.83333
Bagong Silang,261729,PH,Asia/Manila,14.7783,121.04487
Bagong Silangan,106886,PH,Asia/Manila,14.706,121.108
Baguio,272714,PH,Asia/Manila,16.41639,120.59306
Bahadurgarh,170767,IN,Asia/Kolkata,28.69287,76.93555
Baharampur,180547,IN,Asia/Kolkata,24.10473,88.25155
Bahawalnagar,126617,PK,Asia/Karachi,29.99835,73.25272
Bahawalnagar,126700,PK,Asia/Karachi,30.55083,73.39083
Bahawalpur,552607,PK,Asia/Karachi,29.39779,71.6752
Bahir Dar,350000,ET,Africa/Addis_Ababa,11.59364,37.39077
Bahraigh,182218,IN,Asia/Kolkata,27.57429,81.59474
Bahçelievler,576799,TR,Europe/Istanbul,41.00231,28.8598
Bahía Blanca,299101,AR,America/Argentina/Buenos_Aires,-38.7176,-62.26545
Baia Mare,136553,RO,Europe/Bucharest,47.65729,23.56808
Baicheng,316970,CN,Asia/Shanghai,45.61751,122.83302
Baidoa,129839,SO,Africa/Mogadishu,3.11383,43.6498
Baidyabāti,115504,IN,Asia/Kolkata,22.78498,88.32586
Bairro da Penha,117691,BR,America/Sao_Paulo,-23.3684,-46.31102
Baise,686078,CN,Asia/Shanghai,23.89013,106.62684
Baisha,115761,CN,Asia/Shanghai,29.06226,106.1189
Baishan,183880,CN,Asia/Shanghai,41.93853,126.41965
Baiyin,294400,CN,Asia/Shanghai,36.54696,104.17023
Bakersfield,373640,US,America/Los_Angeles,35.37329,-119.01871
Baku,1116513,AZ,Asia/Baku,40.37767,49.89201
Bakwa,100575,CD,Africa/Lubumbashi,4.1263,27.39527
Balakovo,199572,RU,Europe/Saratov,52.02782,47.8007
Balashikha,150103,RU,Europe/Moscow,55.79479,37.94794
Balasore,114321,IN,Asia/Kolkata,21.49266,86.93348
Balcón de la Lisa,147415,CU,America/Havana,23.05346,-82.4476
Balikpapan,695287,ID,Asia/Makassar,-1.26753,116.82887
Baliuag,135679,PH,Asia/Manila,14.95472,120.89694
Balkh,114883,AF,Asia/Kabul,36.75635,66.8972
Ballarat,116201,AU,Australia/Melbourne,-37.56622,143.84957
Baltimore,576498,US,America/New_York,39.29038,-76.61219
Balvanera,152198,AR,America/Argentina/Buenos_Aires,-34.61032,-58.39766
Balıkesir,238151,TR,Europe/Istanbul,39.64917,27.88611
Bama,118121,NG,Africa/Lagos,11.52134,13.68952
Bamako,4227569,ML,Africa/Bamako,12.65,-8
Bamenda,420445,CM,Africa/Douala,5.9597,10.14597
Banan,508703,CN,Asia/Shanghai,29.37861,106.54
Banda Aceh,255029,ID,Asia/Jakarta,5.54167,95.33333
Bandar Abbas,352173,IR,Asia/Tehran,27.1865,56.2808
Bandar Bukit Raja,146534,MY,Asia/Kuala_Lumpur,3.08737,101.43339
Bandar Lampung,1166066,ID,Asia/Jakarta,-5.42917,105.26111
Bandar Mahkota Cheras,100000,MY,Asia/Kuala_Lumpur,3.0542,101.79844
Bandar Seri Alam,220000,MY,Asia/Kuala_Lumpur,1.50434,103.87525
Bandar Sunway,200000,MY,Asia/Kuala_Lumpur,3.0693,101.6074
Bandar Tasik Puteri,150000,MY,Asia/Kuala_Lumpur,3.28531,101.4741
Bandar Utama,200000,MY,Asia/Kuala_Lumpur,3.14818,101.61407
Bandar-e Anzalī,110826,IR,Asia/Tehran,37.47318,49.45785
Bandundu Province,202904,CD,Africa/Kinshasa,-3.31687,17.38063
Bandung,2444160,ID,Asia/Jakarta,-6.92222,107.60694
Bandırma,107631,TR,Europe/Istanbul,40.35222,27.97667
Banfora,117452,BF,Africa/Ouagadougou,10.63333,-4.76667
Bangaon,111693,IN,Asia/Kolkata,23.04553,88.83084
Bangil,120551,ID,Asia/Jakarta,-7.59939,112.8186
Bangkok,5104476,TH,Asia/Bangkok,13.75398,100.50144
Bangui,812407,CF,Africa/Bangui,4.36122,18.55496
Banhā,182254,EG,Africa/Cairo,30.45977,31.1842
Banja Luka,221106,BA,Europe/Sarajevo,44.77842,17.19386
Banjar,200970,ID,Asia/Jakarta,-7.1955,107.4313
Banjaran,164952,ID,Asia/Jakarta,-7.04528,107.58778
Banjarmasin,657663,ID,Asia/Makassar,-3.31987,114.59075
Banqiao,543342,TW,Asia/Taipei,25.01427,121.46719
Banyuwangi,117558,ID,Asia/Jakarta,-8.2325,114.35755
Banī Mazār,115759,EG,Africa/Cairo,28.49456,30.80526
Banī Suwayf,273151,EG,Africa/Cairo,29.07441,31.09785
Baoding,2739887,CN,Asia/Shanghai,38.87288,115.46246
Baoji,1437802,CN,Asia/Shanghai,34.36775,107.23705
Baoshan,935618,CN,Asia/Shanghai,25.11626,99.16366
Baoshan,123791,CN,Asia/Shanghai,46.57472,131.39318
Baotou,2150000,CN,Asia/Shanghai,40.6516,109.84389
Baqubah,152550,IQ,Asia/Baghdad,33.75403,44.60518
Baraki,105402,DZ,Africa/Algiers,36.66655,3.09606
Baranagar,260072,IN,Asia/Kolkata,22.64132,88.37727
Baranovichi,171361,BY,Europe/Minsk,53.13253,26.00774
Barbacena,122211,BR,America/Sao_Paulo,-21.22583,-43.77361
Barcelona,1620343,ES,Europe/Madrid,41.38879,2.15899
Barcelona,815141,VE,America/Caracas,10.13625,-64.68618
